_id,itemMasterRef,selectedItemMaster[0]._id,selectedItemMaster[0].itemType,selectedItemMaster[0].itemDescription,selectedItemMaster[0].itemFqInMonths,selectedItemMaster[0].calAlertInDay,selectedItemMaster[0].status,selectedItemMaster[0].__v,isItemMaster,itemAddMasterName,itemPlant,itemIMTENo,itemType,itemRangeSize,itemRangeSizeUnit,itemMFRNo,itemLC,itemLCUnit,itemMake,itemModelNo,itemStatus,itemReceiptDate,itemDepartment,itemCurrentLocation,itemArea,itemPlaceOfUsage,itemCalFreInMonths,itemCalAlertDays,itemCalibrationSource,itemCalibrationDoneAt,itemItemMasterName,itemUncertainity,itemUncertainityUnit,itemPrevCalData,itemCalDate,itemDueDate,itemCalibratedAt,itemCertificateName,itemCertificateNo,itemPartName[0],itemPartName[1],itemOBType,acceptanceCriteria[0]._id,acceptanceCriteria[0].acWearLimitPS,itemCreatedBy,createdAt,updatedAt,__v,itemLocation,itemLastLocation
65a2305c71e89d86427d1c3a,65a1236bc70230ea4df8ccad,,,,,,,,,Flush Pin Gauge,Plant2,SBC2/FPG/29/1,attribute,12.50/13.00,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-37,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c3b,65a1236bc70230ea4df8ccad,,,,,,,,,Flush Pin Gauge,Plant2,SBC2/FPG/181/1,attribute,127.40/127.60,mm,-,,,-,-,rejection,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-119,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c3c,65a1236bc70230ea4df8ccad,,,,,,,,,Flush Pin Gauge,Plant2,SBC2/FPG/37/2,attribute,156.50/157.60,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-123,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c3f,65a1236bc70230ea4df8ccad,,,,,,,,,Flush Pin Gauge,Plant2,SBC2/FPG/135/1,attribute,108.30/108.70,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-118,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c42,65a1236bc70230ea4df8ccad,,,,,,,,,Flush Pin Gauge,Plant2,SBC2/FPG/183/1,attribute,77.456/77.956,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-117,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c3d,65a1236bc70230ea4df8ccad,,,,,,,,,Flush Pin Gauge,Plant2,SBC2/FPG/40/4,attribute,186.70/187.70,mm,-,,,-,-,rejection,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-124,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c3e,65a1236bc70230ea4df8ccad,,,,,,,,,Flush Pin Gauge,Plant2,SBC2/FPG/36/7,attribute,132.50/133.00,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-120,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c40,65a1236bc70230ea4df8ccad,,,,,,,,,Flush Pin Gauge,Plant2,SBC2/FPG/36/5,attribute,132.50/133.00,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-121,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c41,65a1236bc70230ea4df8ccad,,,,,,,,,Flush Pin Gauge,Plant2,SBC2/FPG/135/2,attribute,69.80/70.20,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-116,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c43,65a1236bc70230ea4df8ccad,,,,,,,,,Flush Pin Gauge,Plant2,SBC2/FPG/39/6,attribute,133.80/134.20,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-122,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c44,65a1236bc70230ea4df8ccad,,,,,,,,,Flush Pin Gauge,Plant2,SBC2/FPG/180/4,attribute,4.50/4.70,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-113,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c45,65a1236bc70230ea4df8ccad,,,,,,,,,Flush Pin Gauge,Plant2,SBC2/FPG/180/6,attribute,4.50/4.70,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-115,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c46,65a1236bc70230ea4df8ccae,,,,,,,,,Depth Gauge,Plant2,SBC2/DG/134/2,attribute,3.50/3.70,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-114,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c47,65a1236bc70230ea4df8ccae,,,,,,,,,Depth Gauge,Plant2,SBC2/DG/136/1,attribute,3.20/3.40,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-112,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c48,65a1236bc70230ea4df8ccaf,,,,,,,,,Snap Gauge,Plant2,SBC2/GSG/03/2,attribute,56.80/57.20,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-94,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c4a,65a1236bc70230ea4df8ccaf,,,,,,,,,Snap Gauge,Plant2,SBC2/SG/35/10,attribute,75.95/76.45,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-108,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c4b,65a1236bc70230ea4df8ccaf,,,,,,,,,Snap Gauge,Plant2,SBC2/SG/123/2,attribute,23.80/24.20,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-105,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c4e,65a1236bc70230ea4df8ccaf,,,,,,,,,Snap Gauge,Plant2,SBC2/SG/04/2,attribute,12.00/12.50,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-97,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c49,65a1236bc70230ea4df8ccaf,,,,,,,,,Snap Gauge,Plant2,SBC2/SG/25/7,attribute,69.80/70.20,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-107,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c4c,65a1236bc70230ea4df8ccaf,,,,,,,,,Snap Gauge,Plant2,SBC2/SG/181/1,attribute,36.35/36.45,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-99,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c4d,65a1236bc70230ea4df8ccaf,,,,,,,,,Snap Gauge,Plant2,SBC2/SG/FRAME/369/16-2,attribute,27.301/27.70,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Mon Oct 09 2023 23:59:50 GMT+0530 (India Standard Time),Mon Apr 08 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0223-06,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c4f,65a1236bc70230ea4df8ccaf,,,,,,,,,Snap Gauge,Plant2,SBC2/SG/117/3,attribute,11.80/12.00,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-102,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c50,65a1236bc70230ea4df8ccaf,,,,,,,,,Snap Gauge,Plant2,SBC2/SG/20/8,attribute,36.35/36.45,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-98,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c51,65a1236bc70230ea4df8ccaf,,,,,,,,,Snap Gauge,Plant2,SBC2/SG/198/2,attribute,15.50/15.75,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-95,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c52,65a1236bc70230ea4df8ccaf,,,,,,,,,Snap Gauge,Plant2,SBC2/SG/09/5,attribute,37.80/38.00,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-100,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c53,65a1236bc70230ea4df8ccaf,,,,,,,,,Snap Gauge,Plant2,SBC2/SG/09/1,attribute,109.85/109.90,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-106,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c54,65a1236bc70230ea4df8ccaf,,,,,,,,,Snap Gauge,Plant2,SBC2/SG/81/5,attribute,9.40/9.60,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-104,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c55,65a1236bc70230ea4df8ccaf,,,,,,,,,Snap Gauge,Plant2,SBC2/SG/121/3,attribute,15.30/15.70,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-96,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c57,65a1236bc70230ea4df8ccb0,,,,,,,,,Width Gauge,Plant2,SBC2/WG/62/2,attribute,1.50/2.00,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-64,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c5b,65a1236bc70230ea4df8ccb1,,,,,,,,,Fouling Gauge,Plant2,SBC2/FG/05/1,attribute,9 WRT 20,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-29,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c56,65a1236bc70230ea4df8ccaf,,,,,,,,,Snap Gauge,Plant2,SBC2/SG/203/1,attribute,11.80/12.20,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-103,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c58,65a1236bc70230ea4df8ccb0,,,,,,,,,Width Gauge,Plant2,SBC2/WG/57/1-1,attribute,289.60/290.00,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Mon Oct 09 2023 23:59:50 GMT+0530 (India Standard Time),Mon Apr 08 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0223-22,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c59,65a1236bc70230ea4df8ccb0,,,,,,,,,Width Gauge,Plant2,SBC2/WG/56/1-2,attribute,312.80/313.20,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Mon Oct 09 2023 23:59:50 GMT+0530 (India Standard Time),Mon Apr 08 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0223-23,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c5a,65a1236bc70230ea4df8ccad,,,,,,,,,Flush Pin Gauge,Plant2,SBC2/FPG/186/1-2,attribute,12.40/12.80,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Mon Oct 09 2023 23:59:50 GMT+0530 (India Standard Time),Mon Apr 08 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0223-01,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c5c,65a1236bc70230ea4df8ccb1,,,,,,,,,Fouling Gauge,Plant2,SBC2/FG/06/1,attribute,21 WRT M8,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-57,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c5d,65a1236bc70230ea4df8ccb1,,,,,,,,,Fouling Gauge,Plant2,SBC2/FG/16/1,attribute,22 WRT 8.5,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-30,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c5e,65a1236bc70230ea4df8ccb2,,,,,,,,,Concentricity Gauge,Plant2,SBC2/CG/GCH/1915,attribute,18 TO 12,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-38,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c5f,65a1236bc70230ea4df8ccb2,,,,,,,,,Concentricity Gauge,Plant2,SBC2/CG/47/1,attribute,"26,M33 WRT 30",mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-89,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1beb,65a1236bc70230ea4df8ccab,,,,,,,,,Plain Plug Gauge,Plant2,SBC2/PG/67/18,attribute,12.000/12.043,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-83,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1bf0,65a1236bc70230ea4df8ccab,,,,,,,,,Plain Plug Gauge,Plant2,SBC2/PG/216/11,attribute,6.30/6.70,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-66,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c64,65a1236bc70230ea4df8ccb3,,,,,,,,,Thread Plug Gauge,Plant2,SBC2/TPG/014/25,attribute,M24X1.5-6H,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Mon Oct 02 2023 23:59:50 GMT+0530 (India Standard Time),Mon Apr 01 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATL/3601-11,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c65,65a1236bc70230ea4df8ccb3,,,,,,,,,Thread Plug Gauge,Plant2,SBC2/TPG/11/12,attribute,M18X1.5-6H,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Mon Oct 02 2023 23:59:50 GMT+0530 (India Standard Time),Mon Apr 01 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATL/3601-68,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c68,65a1236bc70230ea4df8ccb3,,,,,,,,,Thread Plug Gauge,Plant2,SBC2/TPG/09/10,attribute,M14X1.5-6H,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Mon Oct 02 2023 23:59:50 GMT+0530 (India Standard Time),Mon Apr 01 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATL/3601-08,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c62,65a1236bc70230ea4df8ccb3,,,,,,,,,Thread Plug Gauge,Plant2,SBC2/TPG/05/3,attribute,M38X3-6H,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Mon Oct 02 2023 23:59:50 GMT+0530 (India Standard Time),Mon Apr 01 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATL/3601-13,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c32,65a1236bc70230ea4df8ccab,,,,,,,,,Plain Plug Gauge,Plant2,SBC2/OFM/PG/05/1,attribute,32.90/33.10,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Mon Oct 09 2023 23:59:50 GMT+0530 (India Standard Time),Mon Apr 08 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0223-18,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1c33,65a1236bc70230ea4df8ccab,,,,,,,,,Plain Plug Gauge,Plant2,SBC2/PG/416/1,attribute,26.90/27.10,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Mon Oct 09 2023 23:59:50 GMT+0530 (India Standard Time),Mon Apr 08 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0223-09,,,,,,,2024-01-13,2024-01-13,0,department,Quality
